,index,observed,astoro,deviation,datetime
0,10440,43.1,42.5,0.6,2011-03-11 14:30:00
1,10441,43.2,42.4,0.8,2011-03-11 14:30:05
2,10442,43.2,42.4,0.8,2011-03-11 14:30:10
3,10443,43.3,42.5,0.8,2011-03-11 14:30:15
4,10444,43.3,42.5,0.8,2011-03-11 14:30:20
5,10445,43.2,42.5,0.7,2011-03-11 14:30:25
6,10446,43.2,42.5,0.7,2011-03-11 14:30:30
7,10447,43.0,42.5,0.5,2011-03-11 14:30:35
8,10448,43.1,42.6,0.5,2011-03-11 14:30:40
9,10449,42.8,42.6,0.2,2011-03-11 14:30:45
10,10450,42.7,42.6,0.1,2011-03-11 14:30:50
11,10451,42.5,42.6,-0.1,2011-03-11 14:30:55
12,10452,42.3,42.6,-0.3,2011-03-11 14:31:00
13,10453,42.1,42.6,-0.5,2011-03-11 14:31:05
14,10454,41.9,42.6,-0.7,2011-03-11 14:31:10
15,10455,41.8,42.6,-0.8,2011-03-11 14:31:15
16,10456,41.7,42.6,-0.9,2011-03-11 14:31:20
17,10457,41.7,42.7,-1.0,2011-03-11 14:31:25
18,10458,41.7,42.7,-1.0,2011-03-11 14:31:30
19,10459,41.8,42.7,-0.9,2011-03-11 14:31:35
20,10460,41.9,42.7,-0.8,2011-03-11 14:31:40
21,10461,42.0,42.7,-0.7,2011-03-11 14:31:45
22,10462,42.2,42.7,-0.5,2011-03-11 14:31:50
23,10463,42.4,42.7,-0.3,2011-03-11 14:31:55
24,10464,42.8,42.8,0.0,2011-03-11 14:32:00
25,10465,42.9,42.7,0.2,2011-03-11 14:32:05
26,10466,43.3,42.8,0.5,2011-03-11 14:32:10
27,10467,43.5,42.8,0.7,2011-03-11 14:32:15
28,10468,43.7,42.8,0.9,2011-03-11 14:32:20
29,10469,44.0,42.8,1.2,2011-03-11 14:32:25
30,10470,44.1,42.8,1.3,2011-03-11 14:32:30
31,10471,44.4,42.9,1.5,2011-03-11 14:32:35
32,10472,44.4,42.9,1.5,2011-03-11 14:32:40
33,10473,44.5,42.9,1.6,2011-03-11 14:32:45
34,10474,44.4,42.9,1.5,2011-03-11 14:32:50
35,10475,44.4,42.9,1.5,2011-03-11 14:32:55
36,10476,44.3,42.9,1.4,2011-03-11 14:33:00
37,10477,44.2,42.9,1.3,2011-03-11 14:33:05
38,10478,44.2,43.0,1.2,2011-03-11 14:33:10
39,10479,43.9,43.0,0.9,2011-03-11 14:33:15
40,10480,43.8,42.9,0.9,2011-03-11 14:33:20
41,10481,43.7,43.0,0.7,2011-03-11 14:33:25
42,10482,43.5,43.0,0.5,2011-03-11 14:33:30
43,10483,43.5,43.1,0.4,2011-03-11 14:33:35
44,10484,43.2,43.0,0.2,2011-03-11 14:33:40
45,10485,43.3,43.1,0.2,2011-03-11 14:33:45
46,10486,43.2,43.1,0.1,2011-03-11 14:33:50
47,10487,43.2,43.1,0.1,2011-03-11 14:33:55
48,10488,43.2,43.1,0.1,2011-03-11 14:34:00
49,10489,43.1,43.1,0.0,2011-03-11 14:34:05
50,10490,43.2,43.1,0.1,2011-03-11 14:34:10
51,10491,43.3,43.2,0.1,2011-03-11 14:34:15
52,10492,43.4,43.2,0.2,2011-03-11 14:34:20
53,10493,43.4,43.2,0.2,2011-03-11 14:34:25
54,10494,43.5,43.2,0.3,2011-03-11 14:34:30
55,10495,43.5,43.2,0.3,2011-03-11 14:34:35
56,10496,43.5,43.3,0.2,2011-03-11 14:34:40
57,10497,43.5,43.3,0.2,2011-03-11 14:34:45
58,10498,43.5,43.3,0.2,2011-03-11 14:34:50
59,10499,43.5,43.3,0.2,2011-03-11 14:34:55
60,10500,43.5,43.2,0.3,2011-03-11 14:35:00
61,10501,43.6,43.3,0.3,2011-03-11 14:35:05
62,10502,43.6,43.4,0.2,2011-03-11 14:35:10
63,10503,43.8,43.4,0.4,2011-03-11 14:35:15
64,10504,43.7,43.3,0.4,2011-03-11 14:35:20
65,10505,43.9,43.4,0.5,2011-03-11 14:35:25
66,10506,44.0,43.4,0.6,2011-03-11 14:35:30
67,10507,44.0,43.3,0.7,2011-03-11 14:35:35
68,10508,44.2,43.4,0.8,2011-03-11 14:35:40
69,10509,44.3,43.4,0.9,2011-03-11 14:35:45
70,10510,44.3,43.4,0.9,2011-03-11 14:35:50
71,10511,44.4,43.4,1.0,2011-03-11 14:35:55
72,10512,44.3,43.4,0.9,2011-03-11 14:36:00
73,10513,44.4,43.4,1.0,2011-03-11 14:36:05
